Title,Author,Affiliations,Status
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XI. Cosmic Evolution of AGN",J. S. Gürkan,"Thüringer Landessternwarte, Sternwarte 5, 07778 Tautenburg, Germany",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XI. Cosmic Evolution of AGN",M. Franco,"Centre for Astrophysics Research, Department of Physics, Astronomy and Mathematics, University of Hertfordshire, College Lane, Hatfield AL10 9AB, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XI. Cosmic Evolution of AGN",D. J. B. Smith,"Centre for Astrophysics Research, Department of Physics, Astronomy and Mathematics, University of Hertfordshire, College Lane, Hatfield AL10 9AB, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XI. Cosmic Evolution of AGN",S. V. White,"Department of Physics & Electronics, Rhodes University, PO Box 94, Grahamstown 6140, South Africa",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E,Y. Izotov,"Main Astronomical Observatory, National Academy of Sciences of Ukraine, 27 Akademika Zabolotnoho St, 03143 Kyiv, Ukraine",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E,T. X. Thuan,"Astronomy Department, University of Virginia, PO Box 400325, Charlottesville, VA 22904, USA",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E,G. Guseva,"Main Astronomical Observatory, National Academy of Sciences of Ukraine, 27 Akademika Zabolotnoho St, 03143 Kyiv, Ukraine",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E,C. Kehrig,"Instituto de Astrofísica de Andalucía (CSIC), Glorieta de la Astronomía s/n, 18008 Granada, Spain",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E,J. M. Vílchez,"Instituto de Astrofísica de Andalucía (CSIC), Glorieta de la Astronomía s/n, 18008 Granada, Spain",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",M. Franco,"Centre for Astrophysics Research, Department of Physics, Astronomy and Mathematics, University of Hertfordshire, College Lane, Hatfield AL10 9AB, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",M. J. Hardcastle,"Centre for Astrophysics Research, Department of Physics, Astronomy and Mathematics, University of Hertfordshire, College Lane, Hatfield AL10 9AB, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",P. N. Best,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",E. Kondapally,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",W. L. Williams,"Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",K. J. Duncan,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",H. J. A. Röttgering,"Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",J. H. Sabater,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",T. W. Shimwell,"ASTRON, Netherlands Institute for Radio Astronomy, Postbus 2, 7990 AA Dwingeloo, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",G. Calistro Rivera,"European Southern Observatory, Karl-Schwarzschild-Straße 2, 85748 Garching bei München, Germany",Complete
Title,Author,Affiliations,Status
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",A. Cochrane,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",C. L. Hale,"Department of Physics, University of Oxford, Denys Wilkinson Building, Keble Road, Oxford OX1 3RH, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",J. S. Gürkan,"Thüringer Landessternwarte, Sternwarte 5, 07778 Tautenburg, Germany",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XII. Comparison with Simulations",D. J. B. Smith,"Centre for Astrophysics Research, Department of Physics, Astronomy and Mathematics, University of Hertfordshire, College Lane, Hatfield AL10 9AB, UK",Complete
Chemical abundances of the extremely metal-poor galaxy AGC 198691,S. Janowiecki,"Department of Astronomy, Indiana University, 727 East 3rd Street, Bloomington, IN 47405, USA",Complete
Chemical abundances of the extremely metal-poor galaxy AGC 198691,J. J. Salzer,"Department of Astronomy, Indiana University, 727 East 3rd Street, Bloomington, IN 47405, USA",Complete
Chemical abundances of the extremely metal-poor galaxy AGC 198691,E. J. Adams,"ASTRON, Netherlands Institute for Radio Astronomy, Postbus 2, 7990 AA Dwingeloo, The Netherlands",Complete
Chemical abundances of the extremely metal-poor galaxy AGC 198691,J. M. Cannon,"Department of Physics and Astronomy, Macalester College, 1600 Grand Avenue, Saint Paul, MN 55105, USA",Complete
Chemical abundances of the extremely metal-poor galaxy AGC 198691,M. P. Haynes,"Center for Radiophysics and Space Research, Space Sciences Building, Cornell University, Ithaca, NY 14853, USA",Complete
The star formation history of the extremely metal-poor galaxy I Zw 18 from HST/ACS data,A. Aloisi,"Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA",Complete
The star formation history of the extremely metal-poor galaxy I Zw 18 from HST/ACS data,M. Tosi,"INAF-Osservatorio Astronomico di Bologna, Via Ranzani 1, I-40127 Bologna, Italy",Complete
The star formation history of the extremely metal-poor galaxy I Zw 18 from HST/ACS data,L. Greggio,"INAF-Osservatorio Astronomico di Padova, Vicolo dell'Osservatorio 5, I-35122 Padova, Italy",Complete
The star formation history of the extremely metal-poor galaxy I Zw 18 from HST/ACS data,F. Annibali,"INAF-Osservatorio Astronomico di Bologna, Via Ranzani 1, I-40127 Bologna, Italy",Complete
The star formation history of the extremely metal-poor galaxy I Zw 18 from HST/ACS data,C. Leitherer,"Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",E. Kondapally,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",P. N. Best,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",M. J. Hardcastle,"Centre for Astrophysics Research, Department of Physics, Astronomy and Mathematics, University of Hertfordshire, College Lane, Hatfield AL10 9AB, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",W. L. Williams,"Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",K. J. Duncan,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",H. J. A. Röttgering,"Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",J. H. Sabater,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",T. W. Shimwell,"ASTRON, Netherlands Institute for Radio Astronomy, Postbus 2, 7990 AA Dwingeloo, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",C. Tasse,"GEPI, Observatoire de Paris, CNRS, Université Paris Diderot, 5 place Jules Janssen, 92190 Meudon, France; Department of Physics & Electronics, Rhodes University, PO Box 94, Grahamstown 6140, South Africa",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIII. The Lockman Hole source catalogue",C. L. Hale,"Department of Physics, University of Oxford, Denys Wilkinson Building, Keble Road, Oxford OX1 3RH, UK",Complete
HI Content and Dynamics of the Extremely Metal-Poor Galaxy AGC 198691,S. Janowiecki,"Department of Astronomy, Indiana University, 727 East 3rd Street, Bloomington, IN 47405, USA",Complete
HI Content and Dynamics of the Extremely Metal-Poor Galaxy AGC 198691,J. J. Salzer,"Department of Astronomy, Indiana University, 727 East 3rd Street, Bloomington, IN 47405, USA",Complete
HI Content and Dynamics of the Extremely Metal-Poor Galaxy AGC 198691,E. J. Adams,"ASTRON, Netherlands Institute for Radio Astronomy, Postbus 2, 7990 AA Dwingeloo, The Netherlands",Complete
HI Content and Dynamics of the Extremely Metal-Poor Galaxy AGC 198691,J. M. Cannon,"Department of Physics and Astronomy, Macalester College, 1600 Grand Avenue, Saint Paul, MN 55105, USA",Complete
HI Content and Dynamics of the Extremely Metal-Poor Galaxy AGC 198691,M. P. Haynes,"Center for Radiophysics and Space Research, Space Sciences Building, Cornell University, Ithaca, NY 14853, USA",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",C. Tasse,"GEPI, Observatoire de Paris, CNRS, Université Paris Diderot, 5 place Jules Janssen, 92190 Meudon, France; Department of Physics & Electronics, Rhodes University, PO Box 94, Grahamstown 6140, South Africa",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",P. N. Best,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",M. J. Hardcastle,"Centre for Astrophysics Research, Department of Physics, Astronomy and Mathematics, University of Hertfordshire, College Lane, Hatfield AL10 9AB, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",W. L. Williams,"Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",H. J. A. Röttgering,"Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",J. H. Sabater,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",K. J. Duncan,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",T. W. Shimwell,"ASTRON, Netherlands Institute for Radio Astronomy, Postbus 2, 7990 AA Dwingeloo, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",E. Kondapally,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XIV. The Boötes source catalogue",C. L. Hale,"Department of Physics, University of Oxford, Denys Wilkinson Building, Keble Road, Oxford OX1 3RH, UK",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E from HST/COS data,Y. Izotov,"Main Astronomical Observatory, National Academy of Sciences of Ukraine, 27 Akademika Zabolotnoho St, 03143 Kyiv, Ukraine",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E from HST/COS data,T. X. Thuan,"Astronomy Department, University of Virginia, PO Box 400325, Charlottesville, VA 22904, USA",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E from HST/COS data,G. Guseva,"Main Astronomical Observatory, National Academy of Sciences of Ukraine, 27 Akademika Zabolotnoho St, 03143 Kyiv, Ukraine",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E from HST/COS data,C. Kehrig,"Instituto de Astrofísica de Andalucía (CSIC), Glorieta de la Astronomía s/n, 18008 Granada, Spain",Complete
Direct abundance measurements in the extremely metal-poor galaxy SBS 0335-052E from HST/COS data,J. M. Vílchez,"Instituto de Astrofísica de Andalucía (CSIC), Glorieta de la Astronomía s/n, 18008 Granada, Spain",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",T. W. Shimwell,"ASTRON, Netherlands Institute for Radio Astronomy, Postbus 2, 7990 AA Dwingeloo, The Netherlands; Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",M. J. Hardcastle,"Centre for Astrophysics Research, Department of Physics, Astronomy and Mathematics, University of Hertfordshire, College Lane, Hatfield AL10 9AB, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",P. N. Best,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",E. Kondapally,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",W. L. Williams,"Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",K. J. Duncan,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
Title,Author,Affiliations,Status
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",H. J. A. Röttgering,"Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",J. H. Sabater,"Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",C. Tasse,"GEPI, Observatoire de Paris, CNRS, Université Paris Diderot, 5 place Jules Janssen, 92190 Meudon, France; Department of Physics & Electronics, Rhodes University, PO Box 94, Grahamstown 6140, South Africa",Complete
"The LOFAR Two-metre Sky Survey: Deep Fields Data Release 2. XV. The ELAIS-N1 field",C. L. Hale,"Department of Physics, University of Oxford, Denys Wilkinson Building, Keble Road, Oxford OX1 3RH, UK",Complete
Accretion disc winds imprint distinct signatures in the optical variability spectrum of black hole transients,Federico M. Vincentelli,"Instituto de Astrofísica de Canarias (IAC), E-38205 La Laguna, Tenerife, Spain; Universidad de La Laguna (ULL), Departamento de Astrofísica, E-38206 La Laguna, Tenerife, Spain",Complete
Accretion disc winds imprint distinct signatures in the optical variability spectrum of black hole transients,P. Casella,"INAF, Osservatorio Astronomico di Roma, Via Frascati 33, I-00078 Monteporzio Catone, Italy",Complete
Accretion disc winds imprint distinct signatures in the optical variability spectrum of black hole transients,S. E. Motta,"INAF, Osservatorio Astronomico di Brera, via E. Bianchi 46, I-23807 Merate, Italy",Complete
