title,abs_journal,status
pop-cosmos: Star formation over 12 Gyr from generative modelling of a deep infrared-selected galaxy catalogue,arXiv e-prints,success
"SymBoltz.jl: a symbolic-numeric, approximation-free and differentiable linear Einstein-Boltzmann solver",arXiv e-prints,success
From order to chaos: the blurred out metallicity gradient of the Gaia-Enceladus/Sausage progenitor,arXiv e-prints,success
A nearly pristine star from the Large Magellanic Cloud,arXiv e-prints,success
"Limb Asymmetries on WASP-39b: A Multi-GCM Comparison of Chemistry, Clouds, and Hazes",arXiv e-prints,success
BlackTHUNDER: evidence for three massive black holes in a z~5 galaxy,arXiv e-prints,success
The EBLM project XVI. Spin-orbit alignment of the low mass eclipsing binary EBLM J0021-16,Monthly Notices of the Royal Astronomical Society,success
Dynamical Pathways to the Misalignment of the VHS 1256-1257 System,arXiv e-prints,success
Formation of multiple dynamical classes in the Kuiper belt via disk dissipation,The Astrophysical Journal,success
Investigating solid-state CH3OH formation with chemical modelling,Astronomy and Astrophysics,success
The impact of cosmic filaments on the abundance of satellite galaxies,arXiv e-prints,success
Mapping CO Ice in a Star-Forming Filament in the 3 kpc Arm with JWST,arXiv e-prints,success
The Draco Dwarf Spheroidal Galaxy in the First Year of DESI Data,The Astrophysical Journal,success
Upper Limit on the Non-Gravitational Acceleration and Lower Limits on the Nucleus Mass and Diameter of 3I/ATLAS,arXiv e-prints,success
Jet-driven explosion of an accretion-induced white-dwarf collapse via a magnetorotational dynamo,arXiv e-prints,success
Report on LEO satellite impacts on ground-based optical astronomy for the Rubin Observatory LSST,arXiv e-prints,success
A Bolometric Luminosity Correction Recipe for AGN at Any Epoch,arXiv e-prints,success
NEXUS: A Search for Nuclear Variability with the First Two JWST NIRCam Epochs,arXiv e-prints,success
Impact of the latest 22Ne+α reaction rates on nucleosynthesis in massive stars and galactic chemical evolution,The Astrophysical Journal,success
Aligned Hierarchical Black Hole Mergers in AGN disks revealed by GWTC-4,arXiv e-prints,success
Tidal disruption of a magnetized star,arXiv e-prints,success
Interferometric inference of black hole spin from photon ring size and brightness,arXiv e-prints,success
Fuzzy dark matter simulations,arXiv e-prints,success
CHRONOS: Cryogenic sub-Hz cROss torsion bar detector with quantum NOn-demolition Speed meter,arXiv e-prints,success
Ultra-long Gamma-ray Bursts from Micro-Tidal Disruption Events: The Case of GRB 250702B,arXiv e-prints,success
"JWST Spectroscopy of GRB 250702B: An Extremely Rare and Exceptionally Energetic Burst in a Dusty, Massive Galaxy at $z=1.036$",arXiv e-prints,success
Observing compact Pop III star clusters and the presence of cosmic streaming,arXiv e-prints,success
halox: Dark matter halo properties and large-scale structure calculations using JAX,arXiv e-prints,success
First direct detection of an RR Lyrae star conclusively associated with an intermediate-age cluster,arXiv e-prints,success
Coupled Planetary Interior and Tidal Evolution,arXiv e-prints,success
Probing the Star Formation Main Sequence down to 10$^{7} M_\odot$ at $1 < z < 9$,arXiv e-prints,success
Can GRB 250702B be explained as the tidal disruption of a white dwarf by an intermediate mass black hole? Yes,arXiv e-prints,success
Gravitational waves reveal the pair-instability mass gap and constrain nuclear burning in massive stars,arXiv e-prints,success
Nuclear Stellar Discs,Astronomy and Astrophysics Review,success
Multi-color characterization of optically invisible FU Orionis-type outbursts: Demonstration and prospects for the WINTER survey,arXiv e-prints,success
The orbital anisotropy profile of the Gaia-Sausage/Enceladus accretion remnant,arXiv e-prints,success
"The Landscape of Collapsar Outflows: Structure, Signatures and Origins of Einstein Probe Relativistic Supernova Transients",The Astrophysical Journal,success
Identifying Microlensing by Compact Dark Matter through Diffraction Patterns in Gravitational Waves with Machine Learning,arXiv e-prints,success
Cosmic Ray Magnetohydrodynamics: A New Two-Moment Framework with Numerical Implementation,arXiv e-prints,success
GWTC-4.0: Constraints on the Cosmic Expansion Rate and Modified Gravitational-wave Propagation,arXiv e-prints,success
Kete: Predicting Known Minor Bodies in Images,arXiv e-prints,success
CO Depletion in Infrared Dark Clouds,arXiv e-prints,success
Do both black holes spin in merging binaries? Evidence from GWTC-4 and astrophysical implications,The Astrophysical Journal,success
The Spin-orbit alignment of two short period eclipsing binary systems,Monthly Notices of the Royal Astronomical Society,success
Universal Structure of Turbulent Radiative Mixing Layers,arXiv e-prints,success
"DECADE+DES Y3 Weak Lensing Mass Map: A 13,000 deg$^2$ View of Cosmic Structure from 270 Million Galaxies",arXiv e-prints,success
Accelerated calibration of semi-analytic galaxy formation models,arXiv e-prints,success
The Nature of Post-Starburst Galaxies: Real Deal or Masquerading Impostors?,arXiv e-prints,success
Mapping atmospheric features of the planetary-mass brown dwarf SIMP 0136 with JWST NIRISS,The Astrophysical Journal,success
PANDORA: New avenues in sub-percent photometric precision for ground based astronomy,arXiv e-prints,success
Stability analysis of two-fluid neutron stars featuring twin star and ultradense configurations,Physical Review D,success
Evidence of the pair instability gap in the distribution of black hole masses,arXiv e-prints,success
ZTF SNe Ia DR2: Towards cosmology-grade ZTF supernova light curves using scene modeling photometry,arXiv e-prints,success
COLIBRE: calibrating subgrid feedback in cosmological simulations that include a cold gas phase,arXiv e-prints,success
A large thermal energy reservoir in the nascent intracluster medium at a redshift of 4.3,arXiv e-prints,success
"Very Massive, Rapidly Spinning Binary Black Hole Progenitors through Chemically Homogeneous Evolution -- The Case of GW231123",arXiv e-prints,success
Optimal robust detection statistics for pulsar timing arrays,arXiv e-prints,success
Quantitative Mapping of the Loeb Scale,arXiv e-prints,success
Search for Signatures of Dark Matter Annihilation in the Galactic Center with HAWC,arXiv e-prints,success
Repeating vs. Non-Repeating FRBs: A Deep Learning Approach To Morphological Characterization,arXiv e-prints,success
"The source of the cosmic-ray excess in the Centaurus region - constraints on possible candidates, mass composition and cosmic magnetic fields",Astroparticle Physics,success
"HET/HPF observations of Helium in warm, hot, and ultra-hot Jupiters",arXiv e-prints,success
"Magnetic, thermal and rotational evolution of isolated neutron stars",arXiv e-prints,success
Core or Halo? Two-Fluid Analysis of Dark Matter-Admixed Quarkyonic Stars in the Multi-Messenger Era,arXiv e-prints,success
"MARTA: The connection between chemical enrichment, feedback, and dust in a Wolf-Rayet galaxy at z${\sim}$2",arXiv e-prints,success
GPI+SPHERE detection of a 6.1MJup circumbinary planet around HD 143811,Astronomy and Astrophysics,success
The MeerKAT Galaxy Cluster Legacy Survey - II. Catalogue of the diffuse radio emission in MeerKAT-GCLS clusters,Monthly Notices of the Royal Astronomical Society,success
What you see is what you get: empirically measured bolometric luminosities of Little Red Dots,arXiv e-prints,success
The Open mulTiwavelength Transient Event Repository (OTTER): Infrastructure Release and Tidal Disruption Event Catalog,arXiv e-prints,success
Hydrogen-Alpha as a Tracer of Star Formation in the SPHINX Cosmological Simulations,arXiv e-prints,success
Efficient evaluation of the dark-matter two-loop power spectrum in the EFT of LSS,arXiv e-prints,success
"A hybrid active galactic nucleus feedback model with spinning black holes, winds and jets",arXiv e-prints,success
"A milliarcsecond localization associates FRB 20190417A with a compact, luminous persistent radio source and an extreme magneto-ionic environment",arXiv e-prints,success
"The possible accretion discs of GN-z11 at redshift z = 10.6, MoM-z14 at z = 14.44 and other high redshift objects",arXiv e-prints,success
Solar--System Experiments in the Search for Dark Energy and Dark Matter,Physical Review D,success
A preliminary orbit for the satellite of dwarf planet (136472) Makemake,arXiv e-prints,success
Probing baryonic feedback and cosmology with 3$\times$2-point statistic of FRBs and galaxies,arXiv e-prints,success
The 21 cm forest one-dimensional power spectrum as a probe of dark matter particles and primordial black holes,arXiv e-prints,success
Primordial Black Holes Evaporating before Big Bang Nucleosynthesis,arXiv e-prints,success
Updated comparison of the UHECR energy spectra measured by the Pierre Auger Observatory and the Telescope Array,arXiv e-prints,success
Enhancements in velocity-dependent dark matter annihilation in Galactic subhalos,arXiv e-prints,success
The HST-Hyperion Survey: Environmental Imprints on the Stellar-Mass Function at z=2.5,arXiv e-prints,success
Synchronous Rotation in the (120347) Salacia-Actaea System,The Planetary Science Journal,success
GRB 250704B: An Off-axis Short GRB with a Long-Lived Afterglow Plateau,arXiv e-prints,success
Updated bounds on ultra-light dark matter from the tiniest galaxies,arXiv e-prints,success
Observational challenges to holographic and Ricci dark energy paradigms: Insights from ACT DR6 and DESI DR2,arXiv e-prints,success
Time-Dependent Cosmic Ray Halos from Bursty Star Formation and Active Galactic Nuclei: Semi-Analytic Formalism and Galaxy Formation Implications,arXiv e-prints,success
"Chemodynamics of BoötesI with $S^{5}$: Revised Velocity Gradient, Dark Matter Density, and Galactic Chemical Evolution Constraints",arXiv e-prints,success
Needlets and foreground removal for SKAO hydrogen intensity maps,arXiv e-prints,success
Revised classification of the CHIME fast radio bursts with machine learning,Chinese Physics C,success
On the synergetic use of Ariel and JWST for exoplanet atmospheric science,arXiv e-prints,success
Detecting the hidden population of low-mass haloes in strong lenses,arXiv e-prints,success
No Luminous Little Red Dots: A Sharp Cutoff in Their Luminosity Function,arXiv e-prints,success
Multi-band Spectral and Astrometric Characterization of the HIP 99770 b Planet with SCExAO/CHARIS and Gaia,The Astronomical Journal,success
Explosive Dispersal Outflows as a New Class of Fermi Gamma-Ray Sources: The Case of DR21,arXiv e-prints,success
Dynamical Evolution of Quasi-Hierarchical Triples,arXiv e-prints,success
Rediscovering the Milky Way with an orbit superposition approach and APOGEE data V. The disc growth and history of star formation,arXiv e-prints,success
The oldest Milky Way stars: New constraints on the age of the Universe and the Hubble constant,arXiv e-prints,success
Primordial Physics in the Nonlinear Universe: mapping cosmological collider models to weak-lensing observables,arXiv e-prints,success
"Primordial Physics in the Nonlinear Universe: signatures of inflationary resonances, excitations, and scale dependence",arXiv e-prints,success
The legacy of the IXPE instrument and prospects for the next generation of polarimetric photoelectric X-ray detectors,arXiv e-prints,success
Kilonovae and Long-duration Gamma-ray Bursts,arXiv e-prints,success
J-PLUS: The stellar mass function of quiescent and star forming galaxies at 0.05 <= z <= 0.2,arXiv e-prints,success
"Beyond the Clouds: S3 as the most distant extended Milky Way stream, not of LMC origin",arXiv e-prints,success
"Is the composition of the Solar atmosphere unusual, and if so, why? Possible interpretations",Astronomy and Astrophysics Review,success
Probing dense environments around Sgr A* with S-stars dynamics,arXiv e-prints,success
Do Little Red Dots Vary?,arXiv e-prints,success
How similar are narrow-line Seyfert 1 galaxies and high-z type 1 AGN?,arXiv e-prints,success
"The Dark Energy Camera All Data Everywhere cosmic shear project V: Constraints on cosmology and astrophysics from 270 million galaxies across 13,000 deg$^2$ of the sky",arXiv e-prints,success
Tracing the Neutrino-Induced Phase Shift in the 21-cm Spectrum,arXiv e-prints,success
Breaking Down the $\textsf{CosmoGEMS}$: Toward Modeling and Understanding Globular Cluster Stellar Streams in a Fully Cosmological Context,arXiv e-prints,success
Spectral siren cosmology from gravitational-wave observations in GWTC-4.0,arXiv e-prints,success
