title,authors,affiliations
The NANOGrav 15-Year Data Set: A Case Study for Simplified Dispersion Measure Modeling for PSR J1455-3330 and the Impact on Gravitational Wave Sensitivity,"['Michael T. Lam', 'David L. Kaplan', 'Gabriella Agazie', 'Akash Anumarlapudi', 'Anne M. Archibald', 'Zaven Arzoumanian', 'Paul T. Baker', 'Paul R. Brook', 'H. Thankful Cromartie', 'Kathryn Crowter', 'Megan E. DeCesar', 'Paul B. Demorest', 'Timothy Dolch', 'Elizabeth C. Ferrara', 'William Fiore', 'Emmanuel Fonseca', 'Gabriel E. Freedman', 'Nate Garver-Daniels', 'Peter A. Gentile', 'Joseph Glaser']","[['SETI Institute, 339 N Bernardo Ave Suite 200, Mountain View, CA 94043, USA', 'School of Physics and Astronomy, Rochester Institute of Technology, Rochester, NY 14623, USA', 'Laboratory for Multiwavelength Astrophysics, Rochester Institute of Technology, Rochester, NY 14623, USA'], ['Center for Gravitation, Cosmology and Astrophysics, Department of Physics, University of Wisconsin-Milwaukee,\\\\ P.O. Box 413, Milwaukee, WI 53201, USA'], ['Center for Gravitation, Cosmology and Astrophysics, Department of Physics, University of Wisconsin-Milwaukee,\\\\ P.O. Box 413, Milwaukee, WI 53201, USA'], ['Center for Gravitation, Cosmology and Astrophysics, Department of Physics, University of Wisconsin-Milwaukee,\\\\ P.O. Box 413, Milwaukee, WI 53201, USA'], ['Newcastle University, NE1 7RU, UK'], ['X-Ray Astrophysics Laboratory, NASA Goddard Space Flight Center, Code 662, Greenbelt, MD 20771, USA'], ['Department of Physics and Astronomy, Widener University, One University Place, Chester, PA 19013, USA'], ['Institute for Gravitational Wave Astronomy and School of Physics and Astronomy, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK'], ['National Research Council Research Associate, National Academy of Sciences, Washington, DC 20001, USA resident at Naval Research Laboratory, Washington, DC 20375, USA'], ['Department of Physics and Astronomy, University of British Columbia, 6224 Agricultural Road, Vancouver, BC V6T 1Z1, Canada'], ['George Mason University, Fairfax, VA 22030, resident at the U.S. Naval Research Laboratory, Washington, DC 20375, USA'], ['National Radio Astronomy Observatory, 1003 Lopezville Rd., Socorro, NM 87801, USA'], ['Department of Physics, Hillsdale College, 33 E. College Street, Hillsdale, MI 49242, USA', 'Eureka Scientific, 2452 Delmer Street, Suite 100, Oakland, CA 94602-3017, USA'], ['Department of Astronomy, University of Maryland, College Park, MD 20742, USA', 'Center for Research and Exploration in Space Science and Technology, NASA/GSFC, Greenbelt, MD 20771', 'NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA'], ['Department of Physics and Astronomy, West Virginia University, P.O. Box 6315, Morgantown, WV 26506, USA', 'Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA'], ['Department of Physics and Astronomy, West Virginia University, P.O. Box 6315, Morgantown, WV 26506, USA', 'Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA'], ['Center for Gravitation, Cosmology and Astrophysics, Department of Physics, University of Wisconsin-Milwaukee,\\\\ P.O. Box 413, Milwaukee, WI 53201, USA'], ['Department of Physics and Astronomy, West Virginia University, P.O. Box 6315, Morgantown, WV 26506, USA', 'Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA'], ['Department of Physics and Astronomy, West Virginia University, P.O. Box 6315, Morgantown, WV 26506, USA', 'Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA'], ['Department of Physics and Astronomy, West Virginia University, P.O. Box 6315, Morgantown, WV 26506, USA', 'Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA']]"
The role of mergers and rejuvenation in the buildup of the quiescent population at cosmic noon,[],[]
"A deep dive down the broad-line region: permitted OI, CaII and FeII emission in an AGN Little Red Dot at z=5.3","['Roberta Tripodi', 'Maruša Bradač', ""Francesco D'Eugenio"", 'Nicholas Martis', 'Gregor Rihtaršič', 'Chris Willott', 'Laura Pentericci', 'Bianca Moreschini', 'Maxim Markevitch', 'Yoshihisa Asada', 'Antonello Calabrò', 'Guillaume Desprez']","[['INAF - Osservatorio Astronomico di Roma, Via Frascati 33, I-00078 Monte Porzio Catone, Italy', 'University of Ljubljana FMF, Jadranska 19, 1000 Ljubljana, Slovenia', 'IFPU - Institute for Fundamental Physics of the Universe, via Beirut 2, I-34151 Trieste, Italy'], ['University of Ljubljana FMF, Jadranska 19, 1000 Ljubljana, Slovenia'], ['Kavli Institute for Cosmology, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK', 'Cavendish Laboratory - Astrophysics Group, University of Cambridge, 19 JJ Thomson Avenue, Cambridge, CB3 0HE, UK'], ['University of Ljubljana FMF, Jadranska 19, 1000 Ljubljana, Slovenia'], ['University of Ljubljana FMF, Jadranska 19, 1000 Ljubljana, Slovenia'], ['NRC Herzberg, 5071 West Saanich Rd, Victoria, BC V9E 2E7, Canada'], ['INAF - Osservatorio Astronomico di Roma, Via Frascati 33, I-00078 Monte Porzio Catone, Italy'], ['Dipartimento di Fisica e Astronomia, Università di Firenze, Via G. Sansone 1, 50019 Sesto F.no (Firenze), Italy', 'INAF-Osservatorio Astrofisico di Arcetri, Largo E. Fermi 5, 50125 Firenze, Italy'], ['NASA / Goddard Space Flight Center, Greenbelt, MD 20771, USA'], ['Waseda Research Institute for Science and Engineering, Faculty of Science and Engineering, Waseda University, 3-4-1 Okubo, Shinjuku, Tokyo 169-8555, Japan'], ['INAF - Osservatorio Astronomico di Roma, Via Frascati 33, I-00078 Monte Porzio Catone, Italy'], ['Kapteyn Astronomical Institute, University of Groningen, P.O. Box 800, 9700AV Groningen, The Netherlands']]"
Luminosity and stellar mass functions of faint photometric satellites around spectroscopic central galaxies from DESI Year-1 Bright Galaxy Survey,"['Wenting Wang', 'Xiaohu Yang', 'Yipeng Jing', 'Ashley J. Ross', 'Malgorzata Siudek', 'John Moustakas', 'Samuel G. Moore', 'Shaun Cole', 'Carlos Frenk', 'Jiaxi Yu', 'Sergey E. Koposov', 'Jiaxin Han', 'Zhenlin Tan', 'Kun Xu', 'Yizhou Gu', 'Yirong Wang', 'Oleg~Y.~Gnedin', 'Jessica Nicole~Aguilar', 'Steven~Ahlen', 'Davide~Bianchi']","[[""Department of Astronomy, School of Physics and Astronomy, and Shanghai Key Laboratory for Particle Physics and Cosmology, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China"", 'State Key Laboratory of Dark Matter Physics, School of Physics and Astronomy,Shanghai Jiao Tong University, Shanghai 200240, China'], [""Tsung-Dao Lee Institute, and Key Laboratory for Particle Physics, Astrophysics and Cosmology, Ministry of Education, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China"", ""Department of Astronomy, School of Physics and Astronomy, and Shanghai Key Laboratory for Particle Physics and Cosmology, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China""], [""Tsung-Dao Lee Institute, and Key Laboratory for Particle Physics, Astrophysics and Cosmology, Ministry of Education, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China"", ""Department of Astronomy, School of Physics and Astronomy, and Shanghai Key Laboratory for Particle Physics and Cosmology, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China""], ['Center for Cosmology and AstroParticle Physics, The Ohio State University, 191 West Woodruff Avenue, Columbus, OH 43210, USA'], ['Institute of Space Sciences, ICE-CSIC, Campus UAB, Carrer de Can Magrans s/n, 08913 Bellaterra, Barcelona, Spain', 'Instituto Astrofisica de Canarias, Av. Via Lactea s/n, 38205 La Laguna, Spain'], ['Department of Physics and Astronomy, Siena College, 515 Loudon Road, Loudonville, NY 12110, USA'], ['Institute for Computational Cosmology, Department of Physics, Durham University, South Road, Durham DH1 3LE, UK'], ['Institute for Computational Cosmology, Department of Physics, Durham University, South Road, Durham DH1 3LE, UK'], ['Institute for Computational Cosmology, Department of Physics, Durham University, South Road, Durham DH1 3LE, UK'], ['Kavli IPMU (WPI), UTIAS, The University of Tokyo, Kashiwa, Chiba 277-8583, Japan'], ['Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK', 'Institute of Astronomy, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK'], [""Department of Astronomy, School of Physics and Astronomy, and Shanghai Key Laboratory for Particle Physics and Cosmology, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China""], [""Department of Astronomy, School of Physics and Astronomy, and Shanghai Key Laboratory for Particle Physics and Cosmology, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China""], ['Center for Particle Cosmology, Department of Physics and Astronomy, University of Pennsylvania, Philadelphia, PA 19104, USA'], [""Tsung-Dao Lee Institute, and Key Laboratory for Particle Physics, Astrophysics and Cosmology, Ministry of Education, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China""], [""Department of Astronomy, School of Physics and Astronomy, and Shanghai Key Laboratory for Particle Physics and Cosmology, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China""], ['Department of Astronomy, University of Michigan, Ann Arbor, MI 48109, USA'], ['Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA'], ['Physics Dept., Boston University, 590 Commonwealth Avenue, Boston, MA 02215, USA'], [""Dipartimento di Fisica ``Aldo Pontremoli'', Universit\\`a degli Studi di Milano, Via Celoria 16, I-20133 Milano, Italy""]]"
Unveiling the nature of HE 0107-5240,[],[]
The New Science of Unidentified Aerospace-Undersea Phenomena (UAP),"['Kevin H.~Knuth', 'Philippe Ailleris', 'Hussein Ali Agrama', 'Eamonn Ansbro', 'Phyllis A. Budinger', 'Tejin Cai', 'Thibaut Canuti', 'Michael C. Cifone', 'Walter Bruce Cornet, Jr.', ""Fr\\'ed\\'eric Courtade"", 'Richard Dolan', 'Laura Domine', 'Luc Dini', 'Baptiste Friscourt', 'Ryan Graves']","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]"
Tensor induced gravitational waves,[],[]
Probable Quasi-Periodic Oscillations in the {\tt TESS} observations of blazars in the Swift X-ray Survey,[],[]
New methods to improve the decontamination of slitless spectra,[],[]
"Ultra-Diffuse, Ultra-Different: Observed vs. Simulated Ultra-Diffuse Galaxies Live in Fundamentally Different Halos",[],[]
An investigation of the relationship between morphology and chemistry of the D-type spherules from the recovery expedition of the CNEOS 2014-01-08 bolide: Implications for origins,[],[]
The LMT 2 millimeter receiver system (B4R). II. Science demonstration observations toward Orion-KL/OMC-1,[],[]
UNIONS: The Ultraviolet Near-Infrared Optical Northern Survey,"['Stephen Gwyn', 'Alan W. McConnachie', 'Jean-Charles Cuillandre', 'Ken C. Chambers', 'Eugene A. Magnier', 'Michael J. Hudson', 'Masamune Oguri', 'Hisanori Furusawa', 'Hendrik Hildebrandt', 'Raymond Carlberg', 'Sara L. Ellison', 'Junko Furusawa', 'Rapha\\""el Gavazzi', 'Rodrigo Ibata', 'Yannick Mellier', 'Ken Osato']","[['National Research Council Herzberg Astronomy and Astrophysics, 5071 West Saanich Road, Victoria, B.C., V8Z6M7, Canada'], ['National Research Council Herzberg Astronomy and Astrophysics, 5071 West Saanich Road, Victoria, B.C., V8Z6M7, Canada'], [""Universit\\'e Paris-Saclay, Universit\\'e Paris Cit\\'e, CEA, CNRS, AIM, 91191, Gif-sur-Yvette, France""], [""Institute for Astronomy, University of Hawai'i, 2680 Woodlawn Drive, Honolulu, HI 96822, USA""], [""Institute for Astronomy, University of Hawai'i, 2680 Woodlawn Drive, Honolulu, HI 96822, USA""], ['Department of Physics and Astronomy, University of Waterloo, 200 University Avenue West, Waterloo, Ontario N2L 3G1, Canada', 'Waterloo Centre for Astrophysics, University of Waterloo, Waterloo, Ontario N2L 3G1, Canada', 'Perimeter Institute for Theoretical Physics, 31 Caroline St. North, Waterloo, ON N2L 2Y5, Canada'], ['Center for Frontier Science, Chiba University, 1-33 Yayoicho, Inage, Chiba 263-8522, Japan', 'Department of Physics, Graduate School of Science, Chiba University, 1-33 Yayoicho, Inage, Chiba 263-8522, Japan'], ['Astronomy Data Center, National Astronomical Observatory of Japan, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan', 'The Graduate University for Advanced Studies, SOKENDAI, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan'], ['Ruhr University Bochum, Faculty of Physics and Astronomy, Astronomical Institute (AIRUB), German Centre for Cosmological Lensing, 44780 Bochum, Germany'], ['Department of Astronomy and Astrophysics, University of Toronto, 50 St George St, Toronto, ON M5S 3H4, Canada'], ['Department of Physics \\& Astronomy, University of Victoria, Finnerty Road, Victoria, BC V8P 1A1, Canada'], ['National Astronomical Observatory of Japan, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan'], [""Laboratoire d'Astrophysique de Marseille, CNRS, Aix-Marseille Universit\\'e, CNES, Marseille, France"", ""Institut d'Astrophysique de Paris, UMR 7095, CNRS, and Sorbonne Universit\\'e, 98 bis boulevard Arago, 75014 Paris""], [""Universit\\'e de Strasbourg, CNRS, Observatoire astronomique de Strasbourg, UMR 7550, F-67000 Strasbourg, France""], [""Institut d'Astrophysique de Paris, 98bis Boulevard Arago, 75014, Paris, France""], ['Center for Frontier Science, Chiba University, Chiba 263-8522, Japan']]"
Calibrated Lanthanide Atomic Data for Kilonova Radiative Transfer. I. Atomic Structure and Opacities,[],[]
Astrometric Reconnaissance of Exoplanetary Systems (ARES). I. Methodology validation with HST point-source images of Proxima Centauri,[],[]
An investigation of a varying G through Strong Lensing and SNe Ia observations,[],[]
Probing the Parameter Space of Axion-Like Particles Using Simulation-Based Inference,[],[]
"The SPHERE infrared survey for exoplanets (SHINE). V. Complete observations, data reduction and analysis, detection performances, and final results",[],[]
"Dark Matter profiles of ""in silico"" galaxies: deep learning inference",[],[]
V\textit{z}$-$GAL: Probing Cold Molecular Gas in Dusty Star-forming Galaxies at $\bf \textit{z}=1-6$,[],[]
Benchmarking AI-evolved cosmological structure formation,[],[]
The Nineteenth Data Release of the Sloan Digital Sky Survey,[],[]
TOI-2407 b: a warm Neptune in the desert,"[""C. Janó Muñoz,$^{1}$\\thanks{E-mail: cj467@cam.ac.uk} M. J. Hooton,$^{1}$ P. P. Pedersen, $^{2}$ K. Barkaoui, $ ^{3, 4,19}$ B. V. Rackham, $ ^{4,5}$ A. J. Burgasser, $ ^{6}$ \\newauthor F. J. Pozuelos, $ ^{7}$ K. G. Stassun, $ ^{8}$ D. Queloz, $ ^{1,2}$ A. H. M. J. Triaud, $ ^{9}$ C. Ziegler, $ ^{10}$ J. M. Almenara, $ ^{11, 12}$ \\newauthor M. Timmermans, $ ^{9, 3}$ X. Bonfils, $ ^{11}$ K.A. Collins, $ ^{13}$ B. O. Demory, $ ^{14}$ G. Dransfield, $ ^{9, 20, 21}$ M. Ghachoui, $^{15, 3}$ \\newauthor M. Gillon, $ ^{3}$ E. Jehin, $^{16}$ A. W. Mann, $ ^{17}$ D. Sebastian, $ ^{9}$ S. Thompson, $ ^{1}$ J. D. Twicken, $^{18}$ J. de Wit, $^{4}$ \\newauthor S. Zúñiga-Fernández $ ^{3}$ \\\\ $^{1}$Cavendish Laboratory, JJ Thomson Avenue, Cambridge CB3 0HE, UK\\\\ $^{2}$ETH Zurich, Department of Physics, Wolfgang-Pauli-Strasse 2, 8093 Zurich, Switzerland\\\\ $^{3}$Astrobiology Research Unit, Université de Liège, 19C Allée du 6 Août, 4000 Liège, Belgium\\\\ $^{4}$Department of Earth, Atmospheric and Planetary Science, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA 02139, USA\\\\ $^{5}$Kavli Institute for Astrophysics and Space Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA\\\\ $^{6}$Department of Astronomy \\& Astrophysics, UC San Diego, 9500 Gilman Drive, La Jolla, CA 92093, USA \\\\ $^{7}$Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, 18008 Granada, Spain \\\\ $^{8}$Department of Physics \\& Astronomy, Vanderbilt University, 6301 Stevenson Center Ln., Nashville, TN 37235, USA\\\\ $^{9}$School of Physics \\& Astronomy, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK\\\\ $^{10}$Department of Physics, Engineering and Astronomy, Stephen F. Austin State University, 1936 North Street Nacogdoches, TX 75962, USA\\\\ $^{11}$Univ. Grenoble Alpes, CNRS, IPAG, 38000 Grenoble, France\\\\ $^{12}$Observatoire de Genève, Université de Genève, Chemin Pegasi, 51, 1290 Sauverny, Switzerland\\\\ $^{13}$Center for Astrophysics Harvard \\& Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA\\\\ $^{14}$Center for Space and Habitability, University of Bern, Gesellschaftsstrasse 6, 3012 Bern, Switzerland\\\\ $^{15}$Oukaimeden Observatory, High Energy Physics and Astrophysics Laboratory, Faculty of sciences Semlalia, Cadi Ayyad University, Marrakech, Morocco\\\\ $^{16}$STARInstitute, Université de Liège, Allée du 6 Août 19c, 4000 Liège, Belgium\\\\ $^{17}$Department of Physics and Astronomy, The University of North Carolina at Chapel Hill, Chapel Hill, NC 27599-3255, USA\\\\ $^{18}$SETI Institute, Mountain View, CA 94043, USA NASA Ames Research Center, Moffett Field, CA 94035, USA\\\\ $^{19}$Instituto de Astrof\\'isica de Canarias (IAC), Calle V\\'ia L\\'actea s/n, 38200, La Laguna, Tenerife, Spain\\\\ $^{20}$Department of Astrophysics, University of Oxford, Denys Wilkinson Building, Keble Road, Oxford OX1 3RH, UK\\\\ $^{21}$Magdalen College, University of Oxford, Oxford OX1 4AU, UK""]",[[]]
PRUSSIC III - ALMA and NOEMA survey of dense gas in high-redshift star-forming galaxies,[],[]
A vision for ground-based astronomy beyond the 2030s: How to build ESO's next big telescope sustainably,[],[]
Prospects for Deep-Learning-Based Mass Reconstruction of Ultra-High-Energy Cosmic Rays using Simulated Air-Shower Profiles,[],[]
The gas streamer G1-2-3 in the Galactic Center,[],[]
Physical properties of galaxies and the UV Luminosity Function from $z\sim6$ to $z\sim14$ in COSMOS-Web,[],[]
Bayesian reconstruction of primordial perturbations from induced gravitational waves,[],[]
"Measuring monster MBHs: maybe mighty, maybe merely massive","['M. Gliozzi \\inst{1}, A. Akylas \\inst{2}, J. K. Williams \\inst{1}, \\and I. E. Papadakis \\inst{3}']","[['Department of Physics and Astronomy, George Mason University, 4400 University Drive, Fairfax, VA 22030, USA\\\\ \\email{mgliozzi@gmu.edu} \\and Institute for Astronomy Astrophysics Space Applications and Remote Sensing (IAASARS), National Observatory of Athens, I. Metaxa \\& V. Pavlou, Penteli 15236, Greece \\and Physics Department, University of Crete, 73010, Heraklion, Greece']]"
Predicting CME Arrivals with Heliospheric Imagers from L5: A Data Assimilation Approach,[],[]
First JWST/NIRSpec Spectroscopy of O Stars in the Small Magellanic Cloud,[],[]
